Time	Node	Type	Packets	
15	Chennai	CacheHits	0
15	Chennai	CacheMisses	10000
15	Bangkok	CacheHits	0
15	Bangkok	CacheMisses	10000
15	KL	CacheHits	0
15	KL	CacheMisses	10000
15	Singapore	CacheHits	10000
15	Singapore	CacheMisses	10000
15	Jakarta	CacheHits	0
15	Jakarta	CacheMisses	0
15	Manila	CacheHits	0
15	Manila	CacheMisses	10000
15	Sydney	CacheHits	0
15	Sydney	CacheMisses	10000
15	Brisbane	CacheHits	0
15	Brisbane	CacheMisses	10000
15	Adelaide	CacheHits	0
15	Adelaide	CacheMisses	10000
15	Melbourne	CacheHits	0
15	Melbourne	CacheMisses	10000
15	Perth	CacheHits	0
15	Perth	CacheMisses	10000
15	Auckland	CacheHits	0
15	Auckland	CacheMisses	10000
15	SantaClara	CacheHits	0
15	SantaClara	CacheMisses	0
15	LA	CacheHits	20000
15	LA	CacheMisses	10000
15	Tribeca	CacheHits	0
15	Tribeca	CacheMisses	10000
15	SanJose	CacheHits	0
15	SanJose	CacheMisses	0
15	Ashburn	CacheHits	0
15	Ashburn	CacheMisses	10000
15	NewYork	CacheHits	0
15	NewYork	CacheMisses	0
16	London	CacheHits	0
16	London	CacheMisses	10000
16	China	CacheHits	0
16	China	CacheMisses	0
16	Taipei	CacheHits	0
16	Taipei	CacheMisses	0
16	HongKong	CacheHits	0
16	HongKong	CacheMisses	0
16	Seoul	CacheHits	0
16	Seoul	CacheMisses	10000
16	Nagoya	CacheHits	0
16	Nagoya	CacheMisses	10000
16	Osaka	CacheHits	0
16	Osaka	CacheMisses	10000
16	Tokyo	CacheHits	0
16	Tokyo	CacheMisses	10000
16	Chennai	CacheHits	0
16	Chennai	CacheMisses	10000
16	Bangkok	CacheHits	0
16	Bangkok	CacheMisses	10000
16	KL	CacheHits	0
16	KL	CacheMisses	10000
16	Singapore	CacheHits	10000
16	Singapore	CacheMisses	10000
16	Jakarta	CacheHits	0
16	Jakarta	CacheMisses	0
16	Manila	CacheHits	0
16	Manila	CacheMisses	10000
16	Sydney	CacheHits	0
16	Sydney	CacheMisses	10000
16	Brisbane	CacheHits	0
16	Brisbane	CacheMisses	10000
16	Adelaide	CacheHits	0
16	Adelaide	CacheMisses	10000
16	Melbourne	CacheHits	0
16	Melbourne	CacheMisses	10000
16	Perth	CacheHits	0
16	Perth	CacheMisses	10000
16	Auckland	CacheHits	0
16	Auckland	CacheMisses	10000
16	SantaClara	CacheHits	0
16	SantaClara	CacheMisses	0
16	LA	CacheHits	20000
16	LA	CacheMisses	10000
16	Tribeca	CacheHits	0
16	Tribeca	CacheMisses	10000
16	SanJose	CacheHits	0
16	SanJose	CacheMisses	0
16	Ashburn	CacheHits	0
16	Ashburn	CacheMisses	10000
16	NewYork	CacheHits	0
16	NewYork	CacheMisses	0
17	London	CacheHits	0
17	London	CacheMisses	10000
17	China	CacheHits	0
17	China	CacheMisses	0
17	Taipei	CacheHits	0
17	Taipei	CacheMisses	0
17	HongKong	CacheHits	0
17	HongKong	CacheMisses	0
17	Seoul	CacheHits	0
17	Seoul	CacheMisses	10000
17	Nagoya	CacheHits	0
17	Nagoya	CacheMisses	10000
17	Osaka	CacheHits	0
17	Osaka	CacheMisses	10000
17	Tokyo	CacheHits	0
17	Tokyo	CacheMisses	10000
17	Chennai	CacheHits	0
17	Chennai	CacheMisses	10000
17	Bangkok	CacheHits	0
17	Bangkok	CacheMisses	10000
17	KL	CacheHits	0
17	KL	CacheMisses	10000
17	Singapore	CacheHits	10000
17	Singapore	CacheMisses	10000
17	Jakarta	CacheHits	0
17	Jakarta	CacheMisses	0
17	Manila	CacheHits	0
17	Manila	CacheMisses	10000
17	Sydney	CacheHits	0
17	Sydney	CacheMisses	10000
17	Brisbane	CacheHits	0
17	Brisbane	CacheMisses	10000
17	Adelaide	CacheHits	0
17	Adelaide	CacheMisses	10000
17	Melbourne	CacheHits	0
17	Melbourne	CacheMisses	10000
17	Perth	CacheHits	0
17	Perth	CacheMisses	10000
17	Auckland	CacheHits	0
17	Auckland	CacheMisses	10000
17	SantaClara	CacheHits	0
17	SantaClara	CacheMisses	0
17	LA	CacheHits	20000
17	LA	CacheMisses	10000
17	Tribeca	CacheHits	0
17	Tribeca	CacheMisses	10000
17	SanJose	CacheHits	0
17	SanJose	CacheMisses	0
