Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
0.19801	Tokyo	0	36	FullDelay	0.16201	162010	1	1
0.199316	Sydney	0	12	LastDelay	0.187316	187316	1	3
0.199316	Sydney	0	12	FullDelay	0.187316	187316	1	3
0.199544	Auckland	0	10	LastDelay	0.189544	189544	1	4
0.199544	Auckland	0	10	FullDelay	0.189544	189544	1	4
0.200046	Perth	0	10	LastDelay	0.190046	190046	1	4
0.200046	Perth	0	10	FullDelay	0.190046	190046	1	4
0.202265	Melbourne	0	11	LastDelay	0.191265	191265	1	4
0.202265	Melbourne	0	11	FullDelay	0.191265	191265	1	4
0.202627	Seoul	0	27	LastDelay	0.175627	175627	1	2
0.202627	Seoul	0	27	FullDelay	0.175627	175627	1	2
0.203004	Ashburn	0	79	LastDelay	0.124004	124004	1	1
0.203004	Ashburn	0	79	FullDelay	0.124004	124004	1	1
0.203346	Chennai	0	10	LastDelay	0.193346	193346	1	1
0.203346	Chennai	0	10	FullDelay	0.193346	193346	1	1
0.203409	KL	0	105	LastDelay	0.0984091	98409.1	1	1
0.203409	KL	0	105	FullDelay	0.0984091	98409.1	1	1
0.204726	Brisbane	0	27	LastDelay	0.177726	177726	1	2
0.204726	Brisbane	0	27	FullDelay	0.177726	177726	1	2
0.206626	Tokyo	0	24	LastDelay	0.182626	182626	1	1
0.206626	Tokyo	0	24	FullDelay	0.182626	182626	1	1
0.20816	Auckland	0	11	LastDelay	0.19716	197160	1	4
0.20816	Auckland	0	11	FullDelay	0.19716	197160	1	4
0.208589	Manila	0	7	LastDelay	0.201589	201589	1	2
0.208589	Manila	0	7	FullDelay	0.201589	201589	1	2
0.208662	Perth	0	11	LastDelay	0.197662	197662	1	4
0.208662	Perth	0	11	FullDelay	0.197662	197662	1	4
0.210191	Adelaide	0	6	LastDelay	0.204191	204191	1	4
0.210191	Adelaide	0	6	FullDelay	0.204191	204191	1	4
0.210881	Melbourne	0	12	LastDelay	0.198881	198881	1	4
0.210881	Melbourne	0	12	FullDelay	0.198881	198881	1	4
0.211243	Seoul	0	36	LastDelay	0.175243	175243	1	2
0.211243	Seoul	0	36	FullDelay	0.175243	175243	1	2
0.21162	Ashburn	0	88	LastDelay	0.12362	123620	1	1
0.21162	Ashburn	0	88	FullDelay	0.12362	123620	1	1
0.211742	Bangkok	0	6	LastDelay	0.205742	205742	1	3
0.211742	Bangkok	0	6	FullDelay	0.205742	205742	1	3
0.212025	KL	0	114	LastDelay	0.0980251	98025.1	1	1
0.212025	KL	0	114	FullDelay	0.0980251	98025.1	1	1
0.213342	Brisbane	0	36	LastDelay	0.177342	177342	1	2
0.213342	Brisbane	0	36	FullDelay	0.177342	177342	1	2
0.213464	Osaka	0	8	LastDelay	0.205464	205464	1	2
0.213464	Osaka	0	8	FullDelay	0.205464	205464	1	2
0.214046	Nagoya	0	7	LastDelay	0.207046	207046	1	3
0.214046	Nagoya	0	7	FullDelay	0.207046	207046	1	3
0.215242	Tokyo	0	53	LastDelay	0.162242	162242	1	1
0.215242	Tokyo	0	53	FullDelay	0.162242	162242	1	1
0.216468	Sydney	0	27	LastDelay	0.189468	189468	1	3
0.216468	Sydney	0	27	FullDelay	0.189468	189468	1	3
0.216776	Auckland	0	12	LastDelay	0.204776	204776	1	4
0.216776	Auckland	0	12	FullDelay	0.204776	204776	1	4
0.217278	Perth	0	12	LastDelay	0.205278	205278	1	4
0.217278	Perth	0	12	FullDelay	0.205278	205278	1	4
0.219859	Seoul	0	24	LastDelay	0.195859	195859	1	2
0.219859	Seoul	0	24	FullDelay	0.195859	195859	1	2
0.220174	Chennai	0	11	LastDelay	0.209174	209174	1	1
0.220174	Chennai	0	11	FullDelay	0.209174	209174	1	1
0.220236	Ashburn	0	96	LastDelay	0.124236	124236	1	1
0.220236	Ashburn	0	96	FullDelay	0.124236	124236	1	1
0.220641	KL	0	122	LastDelay	0.0986411	98641.1	1	1
0.220641	KL	0	122	FullDelay	0.0986411	98641.1	1	1
0.221958	Brisbane	0	24	LastDelay	0.197958	197958	1	2
0.221958	Brisbane	0	24	FullDelay	0.197958	197958	1	2
0.223858	Tokyo	0	40	LastDelay	0.183858	183858	1	1
0.223858	Tokyo	0	40	FullDelay	0.183858	183858	1	1
0.225084	Sydney	0	36	LastDelay	0.189084	189084	1	3
0.225084	Sydney	0	36	FullDelay	0.189084	189084	1	3
0.225417	Manila	0	8	LastDelay	0.217417	217417	1	2
0.225417	Manila	0	8	FullDelay	0.217417	217417	1	2
0.227019	Adelaide	0	7	LastDelay	0.220019	220019	1	4
0.227019	Adelaide	0	7	FullDelay	0.220019	220019	1	4
0.227993	Melbourne	0	27	LastDelay	0.200993	200993	1	4
0.227993	Melbourne	0	27	FullDelay	0.200993	200993	1	4
0.228475	Seoul	0	53	LastDelay	0.175475	175475	1	2
0.228475	Seoul	0	53	FullDelay	0.175475	175475	1	2
0.22857	Bangkok	0	7	LastDelay	0.22157	221570	1	3
0.22857	Bangkok	0	7	FullDelay	0.22157	221570	1	3
0.228852	Ashburn	0	105	LastDelay	0.123852	123852	1	1
0.228852	Ashburn	0	105	FullDelay	0.123852	123852	1	1
0.229257	KL	0	131	LastDelay	0.0982571	98257.1	1	1
0.229257	KL	0	131	FullDelay	0.0982571	98257.1	1	1
0.23037	Osaka	0	9	LastDelay	0.22137	221370	1	2
0.23037	Osaka	0	9	FullDelay	0.22137	221370	1	2
0.230574	Brisbane	0	53	LastDelay	0.177574	177574	1	2
0.230574	Brisbane	0	53	FullDelay	0.177574	177574	1	2
0.230874	Nagoya	0	8	LastDelay	0.222874	222874	1	3
0.230874	Nagoya	0	8	FullDelay	0.222874	222874	1	3
0.232474	Tokyo	0	70	LastDelay	0.162474	162474	1	1
0.232474	Tokyo	0	70	FullDelay	0.162474	162474	1	1
0.2337	Sydney	0	24	LastDelay	0.2097	209700	1	3
0.2337	Sydney	0	24	FullDelay	0.2097	209700	1	3
0.233888	Auckland	0	27	LastDelay	0.206888	206888	1	4
0.233888	Auckland	0	27	FullDelay	0.206888	206888	1	4
0.23443	Perth	0	27	LastDelay	0.20743	207430	1	4
0.23443	Perth	0	27	FullDelay	0.20743	207430	1	4
0.236609	Melbourne	0	36	LastDelay	0.200609	200609	1	4
0.236609	Melbourne	0	36	FullDelay	0.200609	200609	1	4
0.237003	Chennai	0	18	LastDelay	0.219003	219003	1	1
0.237003	Chennai	0	18	FullDelay	0.219003	219003	1	1
0.237091	Seoul	0	40	LastDelay	0.197091	197091	1	2
0.237091	Seoul	0	40	FullDelay	0.197091	197091	1	2
0.237468	Ashburn	0	114	LastDelay	0.123468	123468	1	1
0.237468	Ashburn	0	114	FullDelay	0.123468	123468	1	1
0.237873	KL	0	139	LastDelay	0.0988731	98873.1	1	1
0.237873	KL	0	139	FullDelay	0.0988731	98873.1	1	1
0.23919	Brisbane	0	40	LastDelay	0.19919	199190	1	2
0.23919	Brisbane	0	40	FullDelay	0.19919	199190	1	2
0.24109	Tokyo	0	79	LastDelay	0.16209	162090	1	1
0.24109	Tokyo	0	79	FullDelay	0.16209	162090	1	1
